1,000000	0,514395
1,010000	0,504163
1,020000	0,493931
1,030000	0,483700
1,040000	0,473471
1,050000	0,463245
1,060000	0,453022
1,070000	0,442803
1,080000	0,432588
1,090000	0,422378
1,100000	0,412174
1,110000	0,401976
1,120000	0,391785
1,130000	0,381601
1,140000	0,371426
1,150000	0,361259
1,160000	0,351102
1,170000	0,340955
1,180000	0,330819
1,190000	0,320694
1,200000	0,310580
1,210000	0,300480
1,220000	0,290392
1,230000	0,280319
1,240000	0,270259
1,250000	0,260215
1,260000	0,250187
1,270000	0,240175
1,280000	0,230179
1,290000	0,220202
1,300000	0,210242
1,310000	0,200302
1,320000	0,190381
1,330000	0,180480
1,340000	0,170599
1,350000	0,160740
1,360000	0,150903
1,370000	0,141089
1,380000	0,131298
1,390000	0,121531
1,400000	0,111788
1,410000	0,102070
1,420000	0,092378
1,430000	0,082712
1,440000	0,073074
1,450000	0,063463
1,460000	0,053880
1,470000	0,044326
1,480000	0,034802
1,490000	0,025307
1,500000	0,015844
1,510000	0,006412
1,520000	-0,002988
1,530000	-0,012356
1,540000	-0,021690
1,550000	-0,030990
1,560000	-0,040256
1,570000	-0,049487
1,580000	-0,058681
1,590000	-0,067840
1,600000	-0,076961
1,610000	-0,086045
1,620000	-0,095090
1,630000	-0,104097
1,640000	-0,113064
1,650000	-0,121990
1,660000	-0,130876
1,670000	-0,139721
1,680000	-0,148523
1,690000	-0,157283
1,700000	-0,166000
1,710000	-0,174672
1,720000	-0,183300
1,730000	-0,191883
1,740000	-0,200420
1,750000	-0,208910
1,760000	-0,217354
1,770000	-0,225749
1,780000	-0,234097
1,790000	-0,242395
1,800000	-0,250644
1,810000	-0,258843
1,820000	-0,266990
1,830000	-0,275087
1,840000	-0,283131
1,850000	-0,291122
1,860000	-0,299060
1,870000	-0,306944
1,880000	-0,314774
1,890000	-0,322548
1,900000	-0,330266
1,910000	-0,337928
1,920000	-0,345533
1,930000	-0,353080
1,940000	-0,360569
1,950000	-0,367998
1,960000	-0,375368
1,970000	-0,382678
1,980000	-0,389927
1,990000	-0,397114
2,000000	-0,404239
2,010000	-0,411302
2,020000	-0,418301
2,030000	-0,425239
2,040000	-0,432115
2,050000	-0,438928
2,060000	-0,445680
2,070000	-0,452370
2,080000	-0,459000
2,090000	-0,465568
2,100000	-0,472075
2,110000	-0,478522
2,120000	-0,484908
2,130000	-0,491234
2,140000	-0,497501
2,150000	-0,503707
2,160000	-0,509854
2,170000	-0,515942
2,180000	-0,521970
2,190000	-0,527940
2,200000	-0,533851
2,210000	-0,539704
2,220000	-0,545499
2,230000	-0,551235
2,240000	-0,556914
2,250000	-0,562535
2,260000	-0,568099
2,270000	-0,573606
2,280000	-0,579056
2,290000	-0,584449
2,300000	-0,589785
2,310000	-0,595066
2,320000	-0,600290
2,330000	-0,605459
2,340000	-0,610572
2,350000	-0,615630
2,360000	-0,620632
2,370000	-0,625580
2,380000	-0,630473
2,390000	-0,635311
2,400000	-0,640095
2,410000	-0,644825
2,420000	-0,649501
2,430000	-0,654123
2,440000	-0,658693
2,450000	-0,663208
2,460000	-0,667671
2,470000	-0,672081
2,480000	-0,676439
2,490000	-0,680744
2,500000	-0,684997
2,510000	-0,689199
2,520000	-0,693348
2,530000	-0,697446
2,540000	-0,701493
2,550000	-0,705489
2,560000	-0,709434
2,570000	-0,713329
2,580000	-0,717173
2,590000	-0,720967
2,600000	-0,724711
2,610000	-0,728405
2,620000	-0,732050
2,630000	-0,735645
2,640000	-0,739192
2,650000	-0,742689
2,660000	-0,746138
2,670000	-0,749539
2,680000	-0,752891
2,690000	-0,756195
2,700000	-0,759452
2,710000	-0,762661
2,720000	-0,765823
2,730000	-0,768937
2,740000	-0,772005
2,750000	-0,775026
2,760000	-0,778001
2,770000	-0,780929
2,780000	-0,783812
2,790000	-0,786648
2,800000	-0,789439
2,810000	-0,792185
2,820000	-0,794885
2,830000	-0,797541
2,840000	-0,800152
2,850000	-0,802718
2,860000	-0,805240
2,870000	-0,807718
2,880000	-0,810152
2,890000	-0,812543
2,900000	-0,814890
2,910000	-0,817194
2,920000	-0,819455
2,930000	-0,821673
2,940000	-0,823849
2,950000	-0,825982
2,960000	-0,828074
2,970000	-0,830123
2,980000	-0,832131
2,990000	-0,834097
3,000000	-0,836022
3,010000	-0,836177
3,020000	-0,836291
3,030000	-0,836364
3,040000	-0,836394
3,050000	-0,836383
3,060000	-0,836330
3,070000	-0,836234
3,080000	-0,836095
3,090000	-0,835914
3,100000	-0,835689
3,110000	-0,835421
3,120000	-0,835109
3,130000	-0,834753
3,140000	-0,834353
3,150000	-0,833908
3,160000	-0,833419
3,170000	-0,832885
3,180000	-0,832306
3,190000	-0,831682
3,200000	-0,831012
3,210000	-0,830296
3,220000	-0,829534
3,230000	-0,828725
3,240000	-0,827870
3,250000	-0,826968
3,260000	-0,826019
3,270000	-0,825023
3,280000	-0,823979
3,290000	-0,822888
3,300000	-0,821748
3,310000	-0,820560
3,320000	-0,819323
3,330000	-0,818038
3,340000	-0,816704
3,350000	-0,815320
3,360000	-0,813887
3,370000	-0,812404
3,380000	-0,810871
3,390000	-0,809288
3,400000	-0,807655
3,410000	-0,805970
3,420000	-0,804235
3,430000	-0,802449
3,440000	-0,800611
3,450000	-0,798721
3,460000	-0,796779
3,470000	-0,794786
3,480000	-0,792740
3,490000	-0,790641
3,500000	-0,788489
3,510000	-0,786284
3,520000	-0,784026
3,530000	-0,781714
3,540000	-0,779348
3,550000	-0,776928
3,560000	-0,774454
3,570000	-0,771925
3,580000	-0,769342
3,590000	-0,766703
3,600000	-0,764009
3,610000	-0,761259
3,620000	-0,758453
3,630000	-0,755592
3,640000	-0,752674
3,650000	-0,749700
3,660000	-0,746668
3,670000	-0,743580
3,680000	-0,740434
3,690000	-0,737231
3,700000	-0,733971
3,710000	-0,730652
3,720000	-0,727275
3,730000	-0,723839
3,740000	-0,720345
3,750000	-0,716792
3,760000	-0,713179
3,770000	-0,709507
3,780000	-0,705775
3,790000	-0,701984
3,800000	-0,698132
3,810000	-0,694220
3,820000	-0,690247
3,830000	-0,686213
3,840000	-0,682118
3,850000	-0,677962
3,860000	-0,673744
3,870000	-0,669464
3,880000	-0,665122
3,890000	-0,660718
3,900000	-0,656250
3,910000	-0,651721
3,920000	-0,647128
3,930000	-0,642471
3,940000	-0,637751
3,950000	-0,632968
3,960000	-0,628120
3,970000	-0,623208
3,980000	-0,618231
3,990000	-0,613190
4,000000	-0,608083
4,010000	-0,602908
4,020000	-0,597668
4,030000	-0,592362
4,040000	-0,586989
4,050000	-0,581551
4,060000	-0,576045
4,070000	-0,570473
4,080000	-0,564833
4,090000	-0,559126
4,100000	-0,553351
4,110000	-0,547507
4,120000	-0,541596
4,130000	-0,535615
4,140000	-0,529566
4,150000	-0,523447
4,160000	-0,517259
4,170000	-0,511001
4,180000	-0,504673
4,190000	-0,498275
4,200000	-0,491806
4,210000	-0,485265
4,220000	-0,478654
4,230000	-0,471971
4,240000	-0,465217
4,250000	-0,458390
4,260000	-0,451491
4,270000	-0,444519
4,280000	-0,437474
4,290000	-0,430356
4,300000	-0,423164
4,310000	-0,415899
4,320000	-0,408559
4,330000	-0,401146
4,340000	-0,393657
4,350000	-0,386094
4,360000	-0,378455
4,370000	-0,370741
4,380000	-0,362951
4,390000	-0,355085
4,400000	-0,347143
4,410000	-0,339124
4,420000	-0,331028
4,430000	-0,322854
4,440000	-0,314604
4,450000	-0,306275
4,460000	-0,297869
4,470000	-0,289384
4,480000	-0,280821
4,490000	-0,272178
4,500000	-0,263457
4,510000	-0,254656
4,520000	-0,245775
4,530000	-0,236814
4,540000	-0,227773
4,550000	-0,218651
4,560000	-0,209448
4,570000	-0,200164
4,580000	-0,190799
4,590000	-0,181352
4,600000	-0,171823
4,610000	-0,162211
4,620000	-0,152517
4,630000	-0,142740
4,640000	-0,132880
4,650000	-0,122936
4,660000	-0,112909
4,670000	-0,102798
4,680000	-0,092602
4,690000	-0,082322
4,700000	-0,071956
4,710000	-0,061506
4,720000	-0,050970
4,730000	-0,040349
4,740000	-0,029641
4,750000	-0,018848
4,760000	-0,007967
4,770000	0,003000
4,780000	0,014054
4,790000	0,025196
4,800000	0,036426
4,810000	0,047743
4,820000	0,059149
4,830000	0,070643
4,840000	0,082226
4,850000	0,093899
4,860000	0,105660
4,870000	0,117512
4,880000	0,129453
4,890000	0,141485
4,900000	0,153607
4,910000	0,165820
4,920000	0,178125
4,930000	0,190520
4,940000	0,203008
4,950000	0,215587
4,960000	0,228259
4,970000	0,241023
4,980000	0,253880
4,990000	0,266830
5,000000	0,279873
5,010000	0,286144
5,020000	0,292505
5,030000	0,298955
5,040000	0,305490
5,050000	0,312108
5,060000	0,318806
5,070000	0,325581
5,080000	0,332430
5,090000	0,339351
5,100000	0,346341
5,110000	0,353397
5,120000	0,360516
5,130000	0,367696
5,140000	0,374934
5,150000	0,382227
5,160000	0,389572
5,170000	0,396967
5,180000	0,404409
5,190000	0,411895
5,200000	0,419423
5,210000	0,426989
5,220000	0,434591
5,230000	0,442225
5,240000	0,449891
5,250000	0,457584
5,260000	0,465302
5,270000	0,473041
5,280000	0,480801
5,290000	0,488576
5,300000	0,496366
5,310000	0,504167
5,320000	0,511976
5,330000	0,519790
5,340000	0,527608
5,350000	0,535425
5,360000	0,543240
5,370000	0,551050
5,380000	0,558851
5,390000	0,566641
5,400000	0,574418
5,410000	0,582178
5,420000	0,589919
5,430000	0,597637
5,440000	0,605332
5,450000	0,612998
5,460000	0,620635
5,470000	0,628239
5,480000	0,635806
5,490000	0,643336
5,500000	0,650824
5,510000	0,655727
5,520000	0,660585
5,530000	0,665396
5,540000	0,670161
5,550000	0,674877
5,560000	0,679543
5,570000	0,684159
5,580000	0,688724
5,590000	0,693235
5,600000	0,697693
5,610000	0,702096
5,620000	0,706443
5,630000	0,710732
5,640000	0,714964
5,650000	0,719136
5,660000	0,723248
5,670000	0,727298
5,680000	0,731286
5,690000	0,735210
5,700000	0,739069
5,710000	0,742862
5,720000	0,746588
5,730000	0,750247
5,740000	0,753836
5,750000	0,757355
5,760000	0,760802
5,770000	0,764177
5,780000	0,767479
5,790000	0,770705
5,800000	0,773857
5,810000	0,776931
5,820000	0,779927
5,830000	0,782845
5,840000	0,785682
5,850000	0,788438
5,860000	0,791112
5,870000	0,793702
5,880000	0,796208
5,890000	0,798628
5,900000	0,800962
5,910000	0,803207
5,920000	0,805364
5,930000	0,807431
5,940000	0,809407
5,950000	0,811291
5,960000	0,813081
5,970000	0,814778
5,980000	0,816378
5,990000	0,817882
6,000000	0,819289
6,010000	0,821967
6,020000	0,824547
6,030000	0,827030
6,040000	0,829415
6,050000	0,831703
6,060000	0,833896
6,070000	0,835993
6,080000	0,837994
6,090000	0,839901
6,100000	0,841714
6,110000	0,843434
6,120000	0,845060
6,130000	0,846594
6,140000	0,848036
6,150000	0,849386
6,160000	0,850645
6,170000	0,851814
6,180000	0,852893
6,190000	0,853883
6,200000	0,854783
6,210000	0,855596
6,220000	0,856320
6,230000	0,856957
6,240000	0,857507
6,250000	0,857971
6,260000	0,858349
6,270000	0,858641
6,280000	0,858849
6,290000	0,858973
6,300000	0,859013
6,310000	0,858969
6,320000	0,858843
6,330000	0,858635
6,340000	0,858345
6,350000	0,857974
6,360000	0,857522
6,370000	0,856990
6,380000	0,856379
6,390000	0,855688
6,400000	0,854919
6,410000	0,854072
6,420000	0,853147
6,430000	0,852145
6,440000	0,851067
6,450000	0,849912
6,460000	0,848682
6,470000	0,847378
6,480000	0,845998
6,490000	0,844545
6,500000	0,843018
6,510000	0,841419
6,520000	0,839747
6,530000	0,838003
6,540000	0,836188
6,550000	0,834302
6,560000	0,832346
6,570000	0,830320
6,580000	0,828224
6,590000	0,826060
6,600000	0,823827
6,610000	0,821527
6,620000	0,819160
6,630000	0,816726
6,640000	0,814225
6,650000	0,811660
6,660000	0,809028
6,670000	0,806333
6,680000	0,803573
6,690000	0,800749
6,700000	0,797863
6,710000	0,794913
6,720000	0,791902
6,730000	0,788829
6,740000	0,785696
6,750000	0,782501
6,760000	0,779247
6,770000	0,775933
6,780000	0,772561
6,790000	0,769129
6,800000	0,765640
6,810000	0,762094
6,820000	0,758490
6,830000	0,754831
6,840000	0,751115
6,850000	0,747344
6,860000	0,743518
6,870000	0,739638
6,880000	0,735704
6,890000	0,731717
6,900000	0,727677
6,910000	0,723585
6,920000	0,719441
6,930000	0,715246
6,940000	0,711000
6,950000	0,706704
6,960000	0,702358
6,970000	0,697963
6,980000	0,693520
6,990000	0,689028
7,000000	0,684489
7,010000	0,679281
7,020000	0,674025
7,030000	0,668721
7,040000	0,663368
7,050000	0,657967
7,060000	0,652516
7,070000	0,647016
7,080000	0,641465
7,090000	0,635863
7,100000	0,630211
7,110000	0,624506
7,120000	0,618750
7,130000	0,612941
7,140000	0,607080
7,150000	0,601164
7,160000	0,595195
7,170000	0,589172
7,180000	0,583093
7,190000	0,576960
7,200000	0,570771
7,210000	0,564525
7,220000	0,558224
7,230000	0,551864
7,240000	0,545448
7,250000	0,538973
7,260000	0,532441
7,270000	0,525849
7,280000	0,519198
7,290000	0,512487
7,300000	0,505716
7,310000	0,498884
7,320000	0,491991
7,330000	0,485036
7,340000	0,478020
7,350000	0,470941
7,360000	0,463799
7,370000	0,456593
7,380000	0,449324
7,390000	0,441990
7,400000	0,434592
7,410000	0,427128
7,420000	0,419599
7,430000	0,412004
7,440000	0,404342
7,450000	0,396613
7,460000	0,388816
7,470000	0,380952
7,480000	0,373019
7,490000	0,365017
7,500000	0,356946
7,510000	0,348806
7,520000	0,340595
7,530000	0,332313
7,540000	0,323960
7,550000	0,315536
7,560000	0,307040
7,570000	0,298471
